"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"RuntimeBroker","1","314","2203476074496","21024768","7749632","18216","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","11.640625","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3248","8",,"False","4/19/2023 2:21:59 PM",,"8536",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18216","18216","7749632","7749632","237624","237624","11517952","11517952","34316288","34316288","2203555639296","237416448","True","Normal","7749632","7749632","255","1",,"System.Diagnostics.ProcessThreadCollection","314","2203476074496","157851648","False",,,,"21024768","21024768",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:05.1250000","00:00:11.6406250","00:00:06.5156250","RuntimeBroker","0","","True",,
"RuntimeBroker","1","265","2203437682688","3395584","2891776","12232","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","0.171875","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5780","8",,"False","4/19/2023 2:51:58 PM",,"9180",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","12232","12232","2891776","2891776","168152","168152","3870720","3870720","21172224","21172224","2203454300160","136077312","True","Normal","2891776","2891776","255","1",,"System.Diagnostics.ProcessThreadCollection","265","2203437682688","119459840","False",,,,"3395584","3395584",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.1093750","00:00:00.1718750","00:00:00.0625000","RuntimeBroker","0","","True",,
"RuntimeBroker","1","389","2203474026496","17833984","6979584","19848","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","13.984375","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4976","8",,"False","4/19/2023 2:22:09 PM",,"10924",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","19848","19848","6979584","6979584","235280","235280","9920512","9920512","31756288","31756288","2203624960000","306737152","True","Normal","6979584","6979584","255","1",,"System.Diagnostics.ProcessThreadCollection","389","2203474026496","155803648","False",,,,"17833984","17833984",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:07.5937500","00:00:13.9843750","00:00:06.3906250","RuntimeBroker","0","","True",,
"RuntimeBroker","1","206","2203438419968","3678208","3080192","12144","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","0.375","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3312","8",,"False","4/19/2023 2:22:15 PM",,"13272",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","12144","12144","3080192","3080192","171248","171248","4595712","4595712","25018368","25018368","2203460890624","142667776","True","Normal","3080192","3080192","255","1",,"System.Diagnostics.ProcessThreadCollection","206","2203438419968","120197120","False",,,,"3678208","3678208",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.1718750","00:00:00.3750000","00:00:00.2031250","RuntimeBroker","0","","True",,
"RuntimeBroker","1","123","2203405242368","4685824","1519616","8064","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","0.15625","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5468","8",,"False","4/19/2023 2:51:58 PM",,"15284",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8064","8064","1519616","1519616","102608","102608","2031616","2031616","8212480","8212480","2203409854464","91631616","True","Normal","1519616","1519616","255","1",,"System.Diagnostics.ProcessThreadCollection","123","2203405242368","87019520","False",,,,"4685824","4685824",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.0937500","00:00:00.1562500","00:00:00.0625000","RuntimeBroker","0","","True",,
"RuntimeBroker","1","254","2203437223936","10895360","2957312","12504","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","0.421875","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5816","8",,"False","4/19/2023 2:22:33 PM",,"18700",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","12504","12504","2957312","2957312","175936","175936","4067328","4067328","21692416","21692416","2203467247616","149024768","True","Normal","2957312","2957312","255","1",,"System.Diagnostics.ProcessThreadCollection","254","2203437223936","119001088","False",,,,"10895360","10895360",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.2343750","00:00:00.4218750","00:00:00.1875000","RuntimeBroker","0","","True",,
"RuntimeBroker","1","411","2203504050176","33652736","10981376","18536","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","3.21875","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5320","8",,"False","4/25/2023 10:07:48 AM",,"22140",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18536","18536","10981376","10981376","287224","287224","12353536","12353536","36925440","36925440","2203520200704","201977856","True","Normal","10981376","10981376","255","1",,"System.Diagnostics.ProcessThreadCollection","411","2203504050176","185827328","False",,,,"33652736","33652736",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:01.8750000","00:00:03.2187500","00:00:01.3437500","RuntimeBroker","0","","True",,
"RuntimeBroker","1","233","2203453976576","17473536","3088384","13504","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","0.09375","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5416","8",,"False","4/24/2023 3:57:14 PM",,"23400",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","13504","13504","3088384","3088384","202168","202168","4128768","4128768","20176896","20176896","2203478687744","160464896","True","Normal","3088384","3088384","255","1",,"System.Diagnostics.ProcessThreadCollection","233","2203453976576","135753728","False",,,,"17473536","17473536",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.0781250","00:00:00.0937500","00:00:00.0156250","RuntimeBroker","0","","True",,
"RuntimeBroker","1","430","2203503005696","30072832","11714560","23024","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","25.640625","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4492","8",,"False","4/20/2023 2:51:10 PM",,"24752",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","23024","23024","11714560","11714560","282760","282760","15781888","15781888","42590208","42590208","2203546152960","227930112","True","Normal","11714560","11714560","255","1",,"System.Diagnostics.ProcessThreadCollection","430","2203503005696","184782848","False",,,,"30072832","30072832",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:11.2656250","00:00:25.6406250","00:00:14.3750000","RuntimeBroker","0","","True",,
"SearchApp","1","1345","2238888374272","264531968","254865408","137848","C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe","""C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe"" -ServerName:CortanaUI.AppX8z9r6jm96hw4bsbneegw0kyxx296wr9t.mca",,"Microsoft Corporation","27.109375","10.0.19041.2788 (WinBuild.160101.0800)","10.0.19041.2788","Search application","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5940","8",,"False","4/20/2023 5:17:26 PM",,"22268",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","137848","137848","254865408","254865408","984000","984000","272363520","272363520","285630464","285630464","2238964801536","1286840320","True","Normal","254865408","254865408","255","1",,"System.Diagnostics.ProcessThreadCollection","1345","2238888374272","1210413056","False",,,,"264531968","264531968",,"System.Diagnostics.ProcessModule (SearchApp.exe)","00:00:06.8906250","00:00:27.1093750","00:00:20.2187500","SearchApp","0","","True",,
"SearchIndexer","0","907","2204093026304","55775232","46764032","78968",,,,,,,,,,"Process",,,"8",,,,,"8728",".",,,,"78968","78968","46764032","46764032","278440","278440","57995264","57995264","64749568","64749568","2204107157504","788934656",,,"46764032","46764032",,"0",,"System.Diagnostics.ProcessThreadCollection","907","2204093026304","774803456","False",,,,"55775232","55775232",,,,,,"SearchIndexer","0","","True",,
"SecurityHealthService","0","389","2203419340800","10031104","4820992","15824",,,,,,,,,,"Process",,,"8",,,,,"11072",".",,,,"15824","15824","4820992","4820992","134992","134992","5382144","5382144","15368192","15368192","2203425632256","107409408",,,"4820992","4820992",,"0",,"System.Diagnostics.ProcessThreadCollection","389","2203419340800","101117952","False",,,,"10031104","10031104",,,,,,"SecurityHealthService","0","","True",,
"SecurityHealthSystray","1","164","2203428257792","4648960","1990656","9784","C:\Windows\System32\SecurityHealthSystray.exe","""C:\Windows\System32\SecurityHealthSystray.exe"" ",,"Microsoft Corporation","0.546875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Windows Security notification icon","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4404","8",,"False","4/19/2023 2:22:10 PM",,"11028",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9784","9784","1990656","1990656","147448","147448","2146304","2146304","9744384","9744384","2203430363136","112140288","True","Normal","1990656","1990656","255","1",,"System.Diagnostics.ProcessThreadCollection","164","2203428257792","110034944","False",,,,"4648960","4648960",,"System.Diagnostics.ProcessModule (SecurityHealthSystray.exe)","00:00:00.3906250","00:00:00.5468750","00:00:00.1562500","SecurityHealthSystray","0","","True",,
"services","0","825","2203402412032","10293248","7262208","14328",,,,,,,,,,"Process",,,"9",,,,,"812",".",,,,"14328","14328","7262208","7262208","198392","198392","7995392","7995392","14684160","14684160","2203433193472","114970624",,,"7262208","7262208",,"0",,"System.Diagnostics.ProcessThreadCollection","825","2203402412032","84189184","False",,,,"10293248","10293248",,,,,,"services","0","","True",,
"SgrmBroker","0","106","2203383582720","7270400","6643712","7600",,,,,,,,,,"Process",,,"8",,,,,"21340",".",,,,"7600","7600","6643712","6643712","35312","35312","6979584","6979584","10866688","10866688","2203385679872","67457024",,,"6643712","6643712",,"0",,"System.Diagnostics.ProcessThreadCollection","106","2203383582720","65359872","False",,,,"7270400","7270400",,,,,,"SgrmBroker","0","","True",,
"ShellExperienceHost","1","938","2203860721664","72261632","39624704","38976","C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe","""C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe"" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca",,"Microsoft Corporation","7.578125","10.0.19041.1949 (WinBuild.160101.0800)","10.0.19041.1949","Windows Shell Experience Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4104","8",,"False","4/20/2023 5:17:26 PM",,"24020",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","38976","38976","39624704","39624704","753992","753992","48812032","48812032","74858496","74858496","2203898982400","580759552","True","Normal","39624704","39624704","255","1",,"System.Diagnostics.ProcessThreadCollection","938","2203860721664","542498816","False",,,,"72261632","72261632",,"System.Diagnostics.ProcessModule (ShellExperienceHost.exe)","00:00:04.8125000","00:00:07.5781250","00:00:02.7656250","ShellExperienceHost","0","","True",,
"sihost","1","687","2203511848960","38023168","11550720","22616","C:\Windows\system32\sihost.exe","sihost.exe",,"Microsoft Corporation","45.703125","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Shell Infrastructure Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5620","8",,"False","4/19/2023 2:21:58 PM",,"7380",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","22616","22616","11550720","11550720","294624","294624","13516800","13516800","41295872","41295872","2203526877184","208654336","True","Normal","11550720","11550720","255","1",,"System.Diagnostics.ProcessThreadCollection","687","2203511848960","193626112","False",,,,"38023168","38023168",,"System.Diagnostics.ProcessModule (sihost.exe)","00:00:22.6875000","00:00:45.7031250","00:00:23.0156250","sihost","0","","True",,
"smss","0","53","2203359764480","516096","1085440","3224",,,,,,,,,,"Process",,,"11",,,,,"496",".",,,,"3224","3224","1085440","1085440","13232","13232","1150976","1150976","1273856","1273856","2203367903232","49680384",,,"1085440","1085440",,"0",,"System.Diagnostics.ProcessThreadCollection","53","2203359764480","41541632","False",,,,"516096","516096",,,,,,"smss","0","","True",,
"spoolsv","0","438","2203426107392","8335360","5885952","21064",,,,,,,,,,"Process",,,"8",,,,,"3872",".",,,,"21064","21064","5885952","5885952","137928","137928","6643712","6643712","16257024","16257024","2203440787456","122564608",,,"5885952","5885952",,"0",,"System.Diagnostics.ProcessThreadCollection","438","2203426107392","107884544","False",,,,"8335360","8335360",,,,,,"spoolsv","0","","True",,
"StartMenuExperienceHost","1","770","2203864133632","80363520","53166080","38368","C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe","""C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe"" -ServerName:App.AppXywbrabmsek0gm3tkwpr5kwzbs55tkqay.mca",,,"9.703125",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3228","8",,"False","4/20/2023 5:17:25 PM",,"24504",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","38368","38368","53166080","53166080","893408","893408","60760064","60760064","100716544","100716544","2203934318592","616095744","True","Normal","53166080","53166080","255","1",,"System.Diagnostics.ProcessThreadCollection","770","2203864133632","545910784","False",,,,"80363520","80363520",,"System.Diagnostics.ProcessModule (StartMenuExperienceHost.exe)","00:00:03.4843750","00:00:09.7031250","00:00:06.2187500","StartMenuExperienceHost","0","","True",,
"svchost","0","1645","2203430326272","22016000","17887232","19344",,,,,,,,,,"Process",,,"8",,,,,"568",".",,,,"19344","19344","17887232","17887232","217440","217440","18153472","18153472","22462464","22462464","2203662487552","344264704",,,"17887232","17887232",,"0",,"System.Diagnostics.ProcessThreadCollection","1645","2203430326272","112103424","False",,,,"22016000","22016000",,,,,,"svchost","0","","True",,
"svchost","0","363","2203400491008","6041600","3297280","12144",,,,,,,,,,"Process",,,"8",,,,,"884",".",,,,"12144","12144","3297280","3297280","126776","126776","4001792","4001792","11423744","11423744","2203410452480","92229632",,,"3297280","3297280",,"0",,"System.Diagnostics.ProcessThreadCollection","363","2203400491008","82268160","False",,,,"6041600","6041600",,,,,,"svchost","0","","True",,
"svchost","0","1909","2203486601216","37314560","27799552","28104",,,,,,,,,,"Process",,,"8",,,,,"956",".",,,,"28104","28104","27799552","27799552","955384","955384","33021952","33021952","46051328","46051328","2203535466496","217243648",,,"27799552","27799552",,"0",,"System.Diagnostics.ProcessThreadCollection","1909","2203486601216","168378368","False",,,,"37314560","37314560",,,,,,"svchost","0","","True",,
"svchost","0","476","2203436851200","6701056","4825088","18944",,,,,,,,,,"Process",,,"8",,,,,"1260",".",,,,"18944","18944","4825088","4825088","140784","140784","5484544","5484544","15167488","15167488","2203461849088","143626240",,,"4825088","4825088",,"0",,"System.Diagnostics.ProcessThreadCollection","476","2203436851200","118628352","False",,,,"6701056","6701056",,,,,,"svchost","0","","True",,
"svchost","0","416","2203424436224","11149312","7475200","17720",,,,,,,,,,"Process",,,"8",,,,,"1356",".",,,,"17720","17720","7475200","7475200","291376","291376","8032256","8032256","16392192","16392192","2203440484352","122261504",,,"7475200","7475200",,"0",,"System.Diagnostics.ProcessThreadCollection","416","2203424436224","106213376","False",,,,"11149312","11149312",,,,,,"svchost","0","","True",,
"svchost","0","120","2203385540608","6348800","1380352","7472",,,,,,,,,,"Process",,,"8",,,,,"1420",".",,,,"7472","7472","1380352","1380352","58904","58904","1658880","1658880","6443008","6443008","2203388162048","69939200",,,"1380352","1380352",,"0",,"System.Diagnostics.ProcessThreadCollection","120","2203385540608","67317760","False",,,,"6348800","6348800",,,,,,"svchost","0","","True",,
